image_id	official_order	official_name_jp	official_image_url_jp	card_type	card_type_jp	attribute	attribute_jp	cost_official	pack_jp_official	pack_order	race_jp	rarity_official	dp_official	effect_tags_jp	effect_timing_jp	condition_tags_jp	official_conflicts
blue_04_01_06_01	836	魔法サーカス団マンドリン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_01_06_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	3	PC:06 HELIX	1	アーティスト|マーフォーク	C					
blue_04_01_06_02	837	海賊ウミボー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_01_06_02.png?v=20201113	field_minion	フィールド・ミニオン	blue|purple	青|紫	3	PC:06 HELIX	1	スプライト|モンスター	C					
blue_03_03_00_01	838	タイダルウェイブ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_03_03_00_01.png?v=20201113	magic	マジック	blue	青	3	ベーシック	15		Basic					
blue_03_03_00_00	839	ユリーカのワルツ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_03_03_00_00.png?v=20201113	magic	マジック	blue	青	3	ベーシック	15		Basic					
blue_03_03_01r_00	840	サプライズドポータル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_03_03_01r_00.png?v=20201113	magic	マジック	blue	青	3	PC:01R BEYOND	12		C					
blue_03_03_02_00	841	ソニックウェイブ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_03_03_02_00.png?v=20201113	magic	マジック	blue	青	3	PC:02 CONTRACT	11		R					
blue_03_02_03_00	842	食らいつき	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_03_02_03_00.png?v=20201113	magic	マジック	blue	青	3	PC:03 EVOLVE	8		R					
blue_03_02_04_00	843	クーの第3魔法：バブルシールド	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_03_02_04_00.png?v=20201113	magic	マジック	blue	青	3	PC:04 FORBIDDEN	6		R					
blue_03_02_04_01	844	マリンの第2魔法：ウォーターシュート	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_03_02_04_01.png?v=20201113	magic	マジック	blue	青	3	PC:04 FORBIDDEN	6		E					
blue_03_02_EX03_00	845	マーキュリーゴブレット	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_03_02_EX03_00.png?v=20201113	magic	マジック	blue	青	3	EX:03 Battle Spirits	5		R					
blue_03_02_EX03_01	846	ストロングドロー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_03_02_EX03_01.png?v=20201113	magic	マジック	blue	青	3	EX:03 Battle Spirits	5		C					
blue_03_02_EX04_00	847	タトバキック	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_03_02_EX04_00.png?v=20201113	magic	マジック	blue	青	3	EX:04 KAMEN RIDER	4		C					
blue_03_02_EX04c_00	848	マリンアサルト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_03_02_EX04c_00.png?v=20201113	magic	マジック	blue	青	3	EX:04 HEROIC_MASQUERADE	3		C					
blue_03_02_05_00	849	ビックリショー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_03_02_05_00.png?v=20201113	magic	マジック	blue	青	3	PC:05 GLORY	2		C					
blue_04_02_01_00	850	ペンタゴナ音楽隊「ティンパニー」	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	PC:01 AWAKEN	14	アーティスト	R					
blue_04_02_02_00	851	バンド・オブ・ブラックスケイル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	PC:02 CONTRACT	11	シーワーム	C					
blue_05_02_02_00	852	「神餐の担い手」ジューリオ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	PC:02 CONTRACT	11	マーフォーク	L					
blue_04_02_02r_00	853	ゴールドマンボウ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	PC:02R DIVINE	10	モンスター	C					
blue_04_02_02r_01	854	深海竜ブライトヘッド	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_02_02r_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	PC:02R DIVINE	10	ドラゴン	E					
blue_04_02_02r_02	855	アンジュ・オーシャン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_02_02r_02.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	PC:02R DIVINE	10	デミゴッド	L					
blue_04_01_03_00	856	ポセイドの仙人	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	PC:03 EVOLVE	8	マーフォーク	R					
blue_04_01_04_02	857	シーライオ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_01_04_02.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	PC:04 FORBIDDEN	6	ビースト	C					
blue_04_01_04_00	858	「秘法の乙姫」マリーサ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	PC:04 FORBIDDEN	6	マーフォーク	L					
blue_04_01_EX03_00	859	星海獣シー・サーペンダー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_01_EX03_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	EX:03 Battle Spirits	5	BS|シーワーム	E					
blue_04_01_EX04_00	860	仮面ライダーオーズ サゴーゾ コンボ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_01_EX04_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	EX:04 KAMEN RIDER	4	仮面	C					
blue_04_01_EX04c_00	861	「剛獣」オルレアン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	EX:04 HEROIC_MASQUERADE	3	仮面	C					
blue_04_01_05_00	862	「水の精霊」アクアスプライト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	PC:05 GLORY	2	スプライト	E					
blue_02_01_06_01	863	魔法サーカス団「イリュージョニスト」シルク	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_02_01_06_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	4	PC:06 HELIX	1	アーティスト	L					
blue_04_01_06_03	864	海賊ガイスト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_01_06_03.png?v=20201113	field_minion	フィールド・ミニオン	blue|purple	青|紫	4	PC:06 HELIX	1	スプライト|モンスター	R					
blue_08_01_06_00	865	「海賊団のペット」クラーケ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_08_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	blue|purple	青|紫	4	PC:06 HELIX	1	スプライト|モンスター	E					
blue_05_01_06_00	866	海賊船「死鮫」デスシャーク号	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	blue|purple	青|紫	4	PC:06 HELIX	1	スプライト|モンスター	E					
blue_04_03_01_00	867	革命のシンフォニー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_03_01_00.png?v=20201113	magic	マジック	blue	青	4	PC:01 AWAKEN	14		R					
blue_04_03_02r_00	868	マジックウェポン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_03_02r_00.png?v=20201113	magic	マジック	blue	青	4	PC:02R DIVINE	10		R					
blue_04_02_04_00	869	バーチェの鎖	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_02_04_00.png?v=20201113	magic	マジック	blue	青	4	PC:04 FORBIDDEN	6		C					
blue_04_02_05_00	870	航行不能	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_02_05_00.png?v=20201113	magic	マジック	blue	青	4	PC:05 GLORY	2		R					
blue_05_02_01_01	871	ペンタゴナ音楽隊「チェロ」	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_02_01_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	PC:01 AWAKEN	14	アーティスト	C					
blue_05_02_01_02	872	「マエストロ」ジェイドカラヤン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_02_01_02.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	PC:01 AWAKEN	14	マーフォーク	L					
blue_05_02_01_00	873	「快楽の奇術師」アズール	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	PC:01 AWAKEN	14	シーワーム	E					
blue_05_02_00_00	874	「ベルカント」ピンクスカラ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_02_00_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	ベーシック	15	マーフォーク	Basic					
blue_05_02_01r_00	875	アクアコブラ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_02_01r_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	PC:01R BEYOND	12	シーワーム	R					
blue_05_02_02_01	876	レインボージェリー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_02_02_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	PC:02 CONTRACT	11	ビースト	R					
blue_05_02_02r_00	877	「顎砕の竜騎士」セリーヌ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	PC:02R DIVINE	10	ヒューマノイド	L					
blue_05_01_03_00	878	「ブルーナの召喚獣」ジャイ Lv1	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	PC:03 EVOLVE	8	アルカナ	L					
blue_05_01_03_01	879	「ブルーナの召喚獣」ジャイ Lv2	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_01_03_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	PC:03 EVOLVE	8	アルカナ	L					
blue_05_01_03_02	880	「ブルーナの召喚獣」ジャイ Lv3	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_01_03_02.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	PC:03 EVOLVE	8	アルカナ	L					
blue_05_01_04_00	881	「波乗り」ジェニファー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	PC:04 FORBIDDEN	6	ヒューマノイド	E					
blue_05_01_04_01	882	天蠍神騎スコル・スピア	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_01_04_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	PC:04 FORBIDDEN	6	BS|光導	E					
blue_05_01_EX04_00	883	仮面ライダーオーズ ガタキリバ コンボ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_01_EX04_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	EX:04 KAMEN RIDER	4	仮面	C					
blue_05_01_EX04_01	884	仮面ライダーオーズ シャウタ コンボ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_01_EX04_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	EX:04 KAMEN RIDER	4	仮面	C					
blue_05_01_EX04c_00	885	「千鋏」オルレアン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	EX:04 HEROIC_MASQUERADE	3	仮面	C					
blue_05_01_EX04c_01	886	「触手」オルレアン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_01_EX04c_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	EX:04 HEROIC_MASQUERADE	3	仮面	C					
blue_05_01_05_00	887	魔法サーカス団テイマー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	PC:05 GLORY	2	アーティスト	R					
blue_05_01_05_01	888	「渦の隊長」レオンハルト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_01_05_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	5	PC:05 GLORY	2	レギオン	E					
blue_06_01_06_00	889	「海賊団副船長」シェルハザード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	blue|purple	青|紫	5	PC:06 HELIX	1	スプライト|モンスター	L					
blue_05_03_01r_00	890	ハウリングボイス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_03_01r_00.png?v=20201113	magic	マジック	blue	青	5	PC:01R BEYOND	12		R					
blue_05_02_03_00	891	楽しい音色	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_02_03_00.png?v=20201113	magic	マジック	blue	青	5	PC:03 EVOLVE	8		E					
blue_05_02_04_00	892	マリンの第3魔法：キャンセル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_02_04_00.png?v=20201113	magic	マジック	blue	青	5	PC:04 FORBIDDEN	6		E					
blue_05_02_EX04_00	893	ロストブレイズ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_02_EX04_00.png?v=20201113	magic	マジック	blue	青	5	EX:04 KAMEN RIDER	4		E					
blue_05_02_EX04c_00	894	ディープブレス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_02_EX04c_00.png?v=20201113	magic	マジック	blue	青	5	EX:04 HEROIC_MASQUERADE	3		E					
blue_03_00_06_00	895	魔法サーカス団モギリ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_03_00_06_00.png?v=20201113	base_minion	ベース・ミニオン	blue	青	5	PC:06 HELIX	1	アーティスト	R					
blue_06_02_01_00	896	アクアサーペント	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	PC:01 AWAKEN	14	シーワーム	R					
blue_06_02_01r_00	897	「慈しみを降らす者」ゴールドウェザー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_02_01r_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	PC:01R BEYOND	12	デミゴッド	L					
blue_06_02_02_00	898	「知の探究者」ダビド	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	PC:02 CONTRACT	11	シーワーム	E					
blue_06_02_02r_00	899	タイガーシャーク	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	PC:02R DIVINE	10	ビースト	C					
blue_06_02_02r_01	900	大海竜シーサンダー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_02_02r_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	PC:02R DIVINE	10	ドラゴン	R					
blue_06_01_03_00	901	深海の亡霊	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	PC:03 EVOLVE	8	モンスター	C					
blue_06_01_03_01	902	「ポセイドの騎士」マリア	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_01_03_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	PC:03 EVOLVE	8	ソード|マーフォーク	L					
blue_06_01_03_02	903	「三重槍」エスピラル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_01_03_02.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	PC:03 EVOLVE	8	シーワーム	L					
blue_06_01_04_00	904	ペンタゴナ音楽隊「タンバリン」	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	PC:04 FORBIDDEN	6	アーティスト	R					
blue_06_01_EX03_00	905	神造巨兵オリハルコン・ゴレム	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_01_EX03_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	EX:03 Battle Spirits	5	BS|ゴレイム	E					
blue_06_01_EX04_00	906	仮面ライダーオーズ タジャドル コンボ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_01_EX04_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	EX:04 KAMEN RIDER	4	仮面	E					
blue_06_01_EX04c_00	907	「怪鳥」オルレアン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	EX:04 HEROIC_MASQUERADE	3	仮面	E					
blue_06_01_05_00	908	魔法サーカス団「道化師」スタン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	PC:05 GLORY	2	アーティスト	E					
blue_06_01_05_01	909	ポセイドの老戦士	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_01_05_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	PC:05 GLORY	2	マーフォーク|レギオン	R					
blue_0_01_06_00	910	「ポセイドの番人」グラン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_0_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	6	PC:06 HELIX	1	マーフォーク	L					
blue_06_02_03_00	911	サプライズゴースト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_02_03_00.png?v=20201113	magic	マジック	blue	青	6	PC:03 EVOLVE	8		C					
blue_06_02_05_00	912	マジカルパレード Lv2	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_02_05_00.png?v=20201113	magic	マジック	blue	青	6	PC:05 GLORY	2		L					
blue_05_02_06_00	913	イリュージョン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_05_02_06_00.png?v=20201113	magic	マジック	blue	青	6	PC:06 HELIX	1		R					
blue_07_02_01_00	914	「水の女王」ナイアス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_07_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	7	PC:01 AWAKEN	14	スプライト	E					
blue_07_02_00_00	915	ウォードスネーク	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_07_02_00_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	7	ベーシック	15	シーワーム	Basic					
blue_07_02_02r_00	916	「波鯱」オルカ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_07_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	7	PC:02R DIVINE	10	ビースト	L					
blue_07_02_02r_01	917	「荒波鯱王」オルカ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_07_02_02r_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	7	PC:02R DIVINE	10	ドラゴン|ビースト	L					
blue_07_01_EX03_00	918	巨人猟兵オライオン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_07_01_EX03_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	7	EX:03 Battle Spirits	5	BS|ジャイアント	R					
blue_07_01_EX03_01	919	巨人大帝アレクサンダー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_07_01_EX03_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	7	EX:03 Battle Spirits	5	BS|ジャイアント	L					
blue_07_01_EX04_00	920	仮面ライダーオーズ プトティラ コンボ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_07_01_EX04_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	7	EX:04 KAMEN RIDER	4	仮面	L					
blue_07_01_EX04c_00	921	「海龍王」オルレアン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_07_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	7	EX:04 HEROIC_MASQUERADE	3	仮面	L					
blue_07_01_05_00	922	魔法サーカス団「トップスター」エリー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_07_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	7	PC:05 GLORY	2	アーティスト	L					
blue_02_01_06_00	923	魔法サーカス団「ジャグラー」フィッシュマン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_02_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	7	PC:06 HELIX	1	アーティスト	E					
blue_06_01_06_01	924	ペンタゴナ音楽隊「ゴールド・ベル」	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_06_01_06_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	7	PC:06 HELIX	1	アーティスト	E					
blue_7_02_06_00	925	ブラインドスポット	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_7_02_06_00.png?v=20201113	magic	マジック	blue|purple	青|紫	7	PC:06 HELIX	1		E					
blue_08_02_01_00	926	「深海の主」アレシャンド	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_08_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	8	PC:01 AWAKEN	14	シーワーム	L					
blue_08_02_01_01	927	ゴールデンシール	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_08_02_01_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	8	PC:01 AWAKEN	14	ビースト	R					
blue_08_02_01r_00	928	「ソリスト」ローズパガニーニ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_08_02_01r_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	8	PC:01R BEYOND	12	マーフォーク	E					
blue_08_01_04_00	929	「鎖姫」バーチェ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_08_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	8	PC:04 FORBIDDEN	6	スプライト	L					
blue_08_01_04_01	930	天秤造神リブラ・ゴレム	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_08_01_04_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	8	PC:04 FORBIDDEN	6	BS|光導	E					
blue_08_01_EX03_00	931	混沌魔皇アザートゥース	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_08_01_EX03_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	8	EX:03 Battle Spirits	5	BS|シーワーム	L					
blue_08_01_EX03_01	932	英雄巨人タイタス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_08_01_EX03_01.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	8	EX:03 Battle Spirits	5	BS|ジャイアント	E					
blue_08_01_EX04_00	933	仮面ライダーオーズ スーパータトバ コンボ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_08_01_EX04_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	8	EX:04 KAMEN RIDER	4	仮面	L					
blue_08_01_EX04c_00	934	「波濤の覇者」オルレアン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_08_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	8	EX:04 HEROIC_MASQUERADE	3	仮面	L					
blue_04_01_06_00	935	「ゴースト海賊団・船長」ラミレス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_04_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	blue|purple	青|紫	8	PC:06 HELIX	1	スプライト|モンスター	L					
blue_09_02_02_00	936	「顎砕公」ゲレロフォン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_09_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	9+	PC:02 CONTRACT	11	ドラゴン	L					
blue_09_01_05_00	937	「嵐の巨人」オーシャンストーム	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_09_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	blue	青	9+	PC:05 GLORY	2	ジャイアント	L					
blue_010_03_02_00	938	メイルシュトローム	https://www.aicarddass.com/zenonzard/images/cardlist/cards/blue_010_03_02_00.png?v=20201113	magic	マジック	blue	青	9+	PC:02 CONTRACT	11		E					
white_00_01_04_00	939	ノーザンベアード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	white	白	0	PC:04 FORBIDDEN	6	BS|ビースト	E					
white_00_01_01_00	940	マキナスの守護者	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_01_01_00.png?v=20201113	base_minion	ベース・ミニオン	white	白		PC:01 AWAKEN	14	アンドロイド	R					
white_00_01_00_00	941	マキナスの住人	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_01_00_00.png?v=20201113	base_minion	ベース・ミニオン	white	白		ベーシック	15	アンドロイド	Basic					
white_00_01_01r_00	942	アンドロイドの銃士	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_01_01r_00.png?v=20201113	base_minion	ベース・ミニオン	white	白		PC:01R BEYOND	12	アンドロイド	E					
white_00_01_02_00	943	「雪精」ホワイトスノウ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_01_02_00.png?v=20201113	base_minion	ベース・ミニオン	white	白		PC:02 CONTRACT	11	ニンフ	C					
white_00_01_02_01	944	「時精」クロノラ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_01_02_01.png?v=20201113	base_minion	ベース・ミニオン	white	白		PC:02 CONTRACT	11	ニンフ	E					
white_00_01_02r_00	945	「人鳥精」ペン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_01_02r_00.png?v=20201113	base_minion	ベース・ミニオン	white	白		PC:02R DIVINE	10	ニンフ	R					
white_00_01_02r_01	946	「凍精」フロンネル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_01_02r_01.png?v=20201113	base_minion	ベース・ミニオン	white	白		PC:02R DIVINE	10	ニンフ	E					
white_00_00_03_00	947	「氷晶の召喚士」アイシー Lv1	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_00_03_00.png?v=20201113	base_minion	ベース・ミニオン	white	白		PC:03 EVOLVE	8	エヴォーカー	R					
white_00_00_03_01	948	「氷晶の召喚士」アイシー Lv2	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_00_03_01.png?v=20201113	base_minion	ベース・ミニオン	white	白		PC:03 EVOLVE	8	エヴォーカー	R					
white_00_00_03_02	949	「氷晶の召喚士」アイシー Lv3	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_00_03_02.png?v=20201113	base_minion	ベース・ミニオン	white	白		PC:03 EVOLVE	8	エヴォーカー	R					
white_00_00_03_03	950	「機馬の召喚士」サラ Lv1	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_00_03_03.png?v=20201113	base_minion	ベース・ミニオン	white	白		PC:03 EVOLVE	8	エヴォーカー	L					
white_00_00_03_04	951	「機馬の召喚士」サラ Lv2	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_00_03_04.png?v=20201113	base_minion	ベース・ミニオン	white	白		PC:03 EVOLVE	8	エヴォーカー	L					
white_00_00_03_05	952	「機馬の召喚士」サラ Lv3	https://www.aicarddass.com/zenonzard/images/cardlist/cards/white_00_00_03_05.png?v=20201113	base_minion	ベース・ミニオン	white	白		PC:03 EVOLVE	8	エヴォーカー	L					
