name_jp	cost	bp	dp	ability_jp	url	source
ギンゴウツォーク	6(緑2)	700	2	"貫通
【常時】
自分の種族「デミゴッド」を持つミニオンがいる場合、このミニオンをBP+200/DP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ae%a5%f3%a5%b4%a5%a6%a5%c4%a5%a9%a1%bc%a5%af%a1%d5	seesaa
クリムゾンメイル	3(紫2)	300	1	"奪命
【アタック時】
フォースにアタックした場合、このバトル中、このミニオンをDP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%af%a5%ea%a5%e0%a5%be%a5%f3%a5%e1%a5%a4%a5%eb%a1%d5	seesaa
クレイメイションズフレイム	5(赤2)			"【メイン】/【フラッシュ】
相手のミニオン1体にBP-500を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%af%a5%ec%a5%a4%a5%e1%a5%a4%a5%b7%a5%e7%a5%f3%a5%ba%a5%d5%a5%ec%a5%a4%a5%e0%a1%d5	seesaa
グラヴィティ	2(赤1)			"【メイン】/【フラッシュ】
このターン中、相手のミニオン1体をBP-300する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b0%a5%e9%a5%f4%a5%a3%a5%c6%a5%a3%a1%d5	seesaa
グリーンミミック	2	300	1	"【常時】
お互いの手札にある種族「デミゴッド」を持つフィールド・ミニオンカードのフリーコストを2増やす。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b0%a5%ea%a1%bc%a5%f3%a5%df%a5%df%a5%c3%a5%af%a1%d5	seesaa
グレー・ブロッブ	3	100	0	"【破壊時】
相手のミニオン・トークンを全て破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b0%a5%ec%a1%bc%a1%a6%a5%d6%a5%ed%a5%c3%a5%d6%a1%d5	seesaa
グレイブローバー	4(紫1)	400	2	"《トラッシュ》
自分のトラッシュからこのカードを手札に戻す場合、このミニオンを出す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b0%a5%ec%a5%a4%a5%d6%a5%ed%a1%bc%a5%d0%a1%bc%a1%d5	seesaa
ケットシー	5(黄1)	600	1	"【召喚時】
自分のコスト4以下のミニオン1体をアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b1%a5%c3%a5%c8%a5%b7%a1%bc%a1%d5	seesaa
ゲイル・マウス	3	300	1	襲撃	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b2%a5%a4%a5%eb%a1%a6%a5%de%a5%a6%a5%b9%a1%d5	seesaa
コウモリの攪乱	2(赤1)			"【メイン】
このターン中、相手のプレイヤーと相手のフォースは回復できず、ダメージを軽減できない。自分はカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b3%a5%a6%a5%e2%a5%ea%a4%ce%d9%f8%cd%f0%a1%d5	seesaa
コントロールカレント	2(青1)			"【フラッシュ】
このターン中、ミニオン1体をBP+300する。そのミニオンが種族「マーフォーク」を持つミニオンである場合、自分はカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b3%a5%f3%a5%c8%a5%ed%a1%bc%a5%eb%a5%ab%a5%ec%a5%f3%a5%c8%a1%d5	seesaa
ゴールデンシール	8(青2)	800	2	"潜入
【アタック時】
自分の青マナが4つ以上ある場合、相手のコスト6以上のミニオン1体をレスト状態でベースに移動させる。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a1%bc%a5%eb%a5%c7%a5%f3%a5%b7%a1%bc%a5%eb%a1%d5	seesaa
ゴブリン・アサシン	5	400	2	奪命	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a5%d6%a5%ea%a5%f3%a1%a6%a5%a2%a5%b5%a5%b7%a5%f3%a1%d5	seesaa
ゴブリンズ・クイーン	3	200	1	"【召喚時】
自分はデッキの中から、「ゴブリンズ・クイーン」以外の種族「ゴブリン」を持つミニオンカード1枚を公開して手札に加えることができる。そうした場合、自分のデッキをシャッフルする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a5%d6%a5%ea%a5%f3%a5%ba%a1%a6%a5%af%a5%a4%a1%bc%a5%f3%a1%d5	seesaa
ゴブリンソルジャー	2	300	1	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a5%d6%a5%ea%a5%f3%a5%bd%a5%eb%a5%b8%a5%e3%a1%bc%a1%d5	seesaa
ゴライアス・ボアイーター	2	300	1	"【常時】
自分のプレイヤーのライフが3以下である場合、このミニオンをBP+200/DP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a5%e9%a5%a4%a5%a2%a5%b9%a1%a6%a5%dc%a5%a2%a5%a4%a1%bc%a5%bf%a1%bc%a1%d5	seesaa
ゴルゴンシャーマン	7	500	2	"【自分のターン終了時】
種族「モンスター」を持たないミニオン全てにBP-200を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a5%eb%a5%b4%a5%f3%a5%b7%a5%e3%a1%bc%a5%de%a5%f3%a1%d5	seesaa
ゴレイム「タイプ：アイアンハンマー」	3(赤2)	400	1	"【アタック時】
プレイヤーにアタックした場合、自分はカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a5%ec%a5%a4%a5%e0%a1%d6%a5%bf%a5%a4%a5%d7%a1%a7%a5%a2%a5%a4%a5%a2%a5%f3%a5%cf%a5%f3%a5%de%a1%bc%a1%d7%a1%d5	seesaa
ゴレイム「タイプ：キャノン」	7(赤2)	700	2	"【召喚時】
このターン中、相手のミニオン2体をBP-400する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a5%ec%a5%a4%a5%e0%a1%d6%a5%bf%a5%a4%a5%d7%a1%a7%a5%ad%a5%e3%a5%ce%a5%f3%a1%d7%a1%d5	seesaa
ゴレイム「タイプ：ショベル」	3(赤1)	300	1	"【後退時】
「S・ゴレイム・トークン」1体を出す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a5%ec%a5%a4%a5%e0%a1%d6%a5%bf%a5%a4%a5%d7%a1%a7%a5%b7%a5%e7%a5%d9%a5%eb%a1%d7%a1%d5	seesaa
ゴレイム「タイプ：ソーサー」	3(赤1)	200	1	"【召喚時】
「S・ゴレイム・トークン」（赤・ゴレイム・コスト1・BP100/DP1）1体を出す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a5%ec%a5%a4%a5%e0%a1%d6%a5%bf%a5%a4%a5%d7%a1%a7%a5%bd%a1%bc%a5%b5%a1%bc%a1%d7%a1%d5	seesaa
ゴレイム「タイプ：ディガー」	1(赤1)	100	0	"【召喚時】
自分のミニオンカードでない無色マナ1つを破壊できる。そうした場合、自分はカードを1枚引く。
【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a5%ec%a5%a4%a5%e0%a1%d6%a5%bf%a5%a4%a5%d7%a1%a7%a5%c7%a5%a3%a5%ac%a1%bc%a1%d7%a1%d5	seesaa
ゴレイム「タイプ：ドリル」	2(赤1)	300	1	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a5%ec%a5%a4%a5%e0%a1%d6%a5%bf%a5%a4%a5%d7%a1%a7%a5%c9%a5%ea%a5%eb%a1%d7%a1%d5	seesaa
ゴレイム「タイプ：ピッケル」	6(赤2)	300	1	"【召喚時】
「S・ゴレイム・トークン」（赤・ゴレイム・コスト1・BP100/DP1）2体を出す。
【自分のターン】
お互いに他の種族「ゴレイム」を持つミニオン全てをBP+200する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a5%ec%a5%a4%a5%e0%a1%d6%a5%bf%a5%a4%a5%d7%a1%a7%a5%d4%a5%c3%a5%b1%a5%eb%a1%d7%a1%d5	seesaa
ゴレイム部隊召集	5(赤2)			"【メイン】/【フラッシュ】
「S・ゴレイム・トークン」（赤・ゴレイム・コスト1・BP100/DP1）2体を出す。
このターン中、自分の種族「ゴレイム」を持つミニオン全てをBP+200する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b4%a5%ec%a5%a4%a5%e0%c9%f4%c2%e2%be%a4%bd%b8%a1%d5	seesaa
サテライトビーム	5(白2)			"【メイン】
相手のコスト3以下のミニオン全てを破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b5%a5%c6%a5%e9%a5%a4%a5%c8%a5%d3%a1%bc%a5%e0%a1%d5	seesaa
サファイア・ドラゴン	5	500	1	"【自分のターン】
このミニオンは有色のミニオンにはブロックされない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b5%a5%d5%a5%a1%a5%a4%a5%a2%a1%a6%a5%c9%a5%e9%a5%b4%a5%f3%a1%d5	seesaa
サプライズドポータル	3(青1)			"【メイン】/【フラッシュ】
自分のミニオンであるマナ1つを、フィールドにアクティブ状態で移動させる。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b5%a5%d7%a5%e9%a5%a4%a5%ba%a5%c9%a5%dd%a1%bc%a5%bf%a5%eb%a1%d5	seesaa
サプライズドマジック	2(青1)			"【フラッシュ】
このターン中、相手のコスト4以下のミニオン全ての本来の数値をDP-1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b5%a5%d7%a5%e9%a5%a4%a5%ba%a5%c9%a5%de%a5%b8%a5%c3%a5%af%a1%d5	seesaa
サンフィスト	1(黄1)			"【メイン】/【フラッシュ】
このターン中、相手の手札にあるマジックカードのフリーコストを3増やす。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b5%a5%f3%a5%d5%a5%a3%a5%b9%a5%c8%a1%d5	seesaa
ザ・シング	5(紫1)	700	2	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b6%a1%a6%a5%b7%a5%f3%a5%b0%a1%d5	seesaa
シェイプシフト	3(赤2)			"【メイン】
自分のコスト3以下の赤のミニオン1体と同じミニオン1体を出す。（【召喚時】効果は発動しない。）"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b7%a5%a7%a5%a4%a5%d7%a5%b7%a5%d5%a5%c8%a1%d5	seesaa
シャドウハンド	3(紫1)	300	1	"【常時】
相手の破壊されたフォース1つ毎に、このミニオンをBP+200/DP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b7%a5%e3%a5%c9%a5%a6%a5%cf%a5%f3%a5%c9%a1%d5	seesaa
シルバーヘッドクロウ	2(紫1)	300	1	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b7%a5%eb%a5%d0%a1%bc%a5%d8%a5%c3%a5%c9%a5%af%a5%ed%a5%a6%a1%d5	seesaa
ジャックナイフスワロウ	1(黄1)	100	0	"【自分のターン】
このターンに他の自分の黄または無色のミニオンを召喚している場合、このミニオンをDP+1する。
【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b8%a5%e3%a5%c3%a5%af%a5%ca%a5%a4%a5%d5%a5%b9%a5%ef%a5%ed%a5%a6%a1%d5	seesaa
スケルトンの獄吏	-	300	1	"【常時】
このミニオンはブロックできない。
【配置時】
自分は、相手の破壊されたフォース1つ毎に1枚カードを引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b9%a5%b1%a5%eb%a5%c8%a5%f3%a4%ce%b9%f6%cd%f9%a1%d5	seesaa
スティール・センチピード	4	400	1	"【アタック時】
このミニオンがダメージを与えるたび、そのダメージ分、自分のプレイヤーを回復する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b9%a5%c6%a5%a3%a1%bc%a5%eb%a1%a6%a5%bb%a5%f3%a5%c1%a5%d4%a1%bc%a5%c9%a1%d5	seesaa
スノーラット	1(白1)	200	0	"【召喚時】
自分のフォース1つを1回復する。
【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b9%a5%ce%a1%bc%a5%e9%a5%c3%a5%c8%a1%d5	seesaa
スパイクオクトパス	6	900	2	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b9%a5%d1%a5%a4%a5%af%a5%aa%a5%af%a5%c8%a5%d1%a5%b9%a1%d5	seesaa
スパイクトード	2	400	0	"【常時】
お互いのプレイヤーに与えられる、コスト3以下のミニオンからのDPによるダメージを1軽減する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b9%a5%d1%a5%a4%a5%af%a5%c8%a1%bc%a5%c9%a1%d5	seesaa
スパイクリザード	1(赤1)	100	1	"【常時】
自分のミニオンが2体以下である場合、このミニオンはアタックできない。
【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b9%a5%d1%a5%a4%a5%af%a5%ea%a5%b6%a1%bc%a5%c9%a1%d5	seesaa
スプリング・バイソン	5	500	1	襲撃	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b9%a5%d7%a5%ea%a5%f3%a5%b0%a1%a6%a5%d0%a5%a4%a5%bd%a5%f3%a1%d5	seesaa
スペルゲイザー・ヴォルフ	5	400	1	"【常時】
自分がマジックを使用するたび、自分はカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b9%a5%da%a5%eb%a5%b2%a5%a4%a5%b6%a1%bc%a1%a6%a5%f4%a5%a9%a5%eb%a5%d5%a1%d5	seesaa
スライム・ブロック・トークン	1	300	0	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b9%a5%e9%a5%a4%a5%e0%a1%a6%a5%d6%a5%ed%a5%c3%a5%af%a1%a6%a5%c8%a1%bc%a5%af%a5%f3%a1%d5	seesaa
スレイビートル	4	400	1	"【相手のターン】
自分のフォース全ては、相手の効果で選択できない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%b9%a5%ec%a5%a4%a5%d3%a1%bc%a5%c8%a5%eb%a1%d5	seesaa
セントールの狩人	-	300	1	"【配置時】
相手のコスト4以下のミニオン1体をレストする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%bb%a5%f3%a5%c8%a1%bc%a5%eb%a4%ce%bc%ed%bf%cd%a1%d5	seesaa
ソードサウルス	8(赤2)	800	2	"襲撃
【召喚時】
自分の赤マナが4つ以上ある場合、このターン中、相手のミニオン1体をBP-600する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%bd%a1%bc%a5%c9%a5%b5%a5%a6%a5%eb%a5%b9%a1%d5	seesaa
ソニックウェイブ	3(青1)			"【メイン】/【フラッシュ】
相手のミニオン1体にBP-200と本来の数値にDP-1を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%bd%a5%cb%a5%c3%a5%af%a5%a6%a5%a7%a5%a4%a5%d6%a1%d5	seesaa
ゾーンディフェンス	2(白1)			"【フラッシュ】
相手のターンである場合、自分のミニオン全てと自分のフォース全てをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%be%a1%bc%a5%f3%a5%c7%a5%a3%a5%d5%a5%a7%a5%f3%a5%b9%a1%d5	seesaa
タイダルウェイブ	3(青1)			"【フラッシュ】
相手のミニオン1体をレスト状態でベースに移動させる。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%bf%a5%a4%a5%c0%a5%eb%a5%a6%a5%a7%a5%a4%a5%d6%a1%d5	seesaa
タイムリープ	7(黄3)			"【メイン】
全てのミニオンを持ち主の手札に戻す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%bf%a5%a4%a5%e0%a5%ea%a1%bc%a5%d7%a1%d5	seesaa
タナトスの守護者	-	100	1	"【常時】
このミニオンはブロックできない。
《ベース》【自分のターン終了時】
このマナをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%bf%a5%ca%a5%c8%a5%b9%a4%ce%bc%e9%b8%ee%bc%d4%a1%d5	seesaa
タナトスの亡者	-	300	1	"《デッキ》
このカードは何枚でもデッキに入れられる。
【常時】
このミニオンはブロックできない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%bf%a5%ca%a5%c8%a5%b9%a4%ce%cb%b4%bc%d4%a1%d5	seesaa
ダルティチェロンテ	5(緑2)	500	2	"貫通
【自分のターン】
他の自分の[貫通]を持つミニオン全てをBP+100/DP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c0%a5%eb%a5%c6%a5%a3%a5%c1%a5%a7%a5%ed%a5%f3%a5%c6%a1%d5	seesaa
ダンシング・カトラス	2	100	1	"【相手のターン】
このミニオンをBP+400する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c0%a5%f3%a5%b7%a5%f3%a5%b0%a1%a6%a5%ab%a5%c8%a5%e9%a5%b9%a1%d5	seesaa
チータイラ	4(黄1)	400	1	飛来	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c1%a1%bc%a5%bf%a5%a4%a5%e9%a1%d5	seesaa
チャルチャルシオ	4	400	2	"【常時】
このミニオンは、相手のマジックの効果で選択できない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c1%a5%e3%a5%eb%a5%c1%a5%e3%a5%eb%a5%b7%a5%aa%a1%d5	seesaa
ツーヘッドグリフォン	7(黄2)	700	2	"【召喚時】
相手のミニオン1体を手札に戻す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c4%a1%bc%a5%d8%a5%c3%a5%c9%a5%b0%a5%ea%a5%d5%a5%a9%a5%f3%a1%d5	seesaa
ツインテール・シザース	5	500	2	"【召喚時】
自分はカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c4%a5%a4%a5%f3%a5%c6%a1%bc%a5%eb%a1%a6%a5%b7%a5%b6%a1%bc%a5%b9%a1%d5	seesaa
ツインテールキャット	2(紫1)	200	1	奪命	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c4%a5%a4%a5%f3%a5%c6%a1%bc%a5%eb%a5%ad%a5%e3%a5%c3%a5%c8%a1%d5	seesaa
ツパ＝チョカ	1(緑1)	200	0	"【加護時】
このミニオンにDP+1を付与する。
【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c4%a5%d1%a1%e1%a5%c1%a5%e7%a5%ab%a1%d5	seesaa
テンタクル・エンタングル	8(緑3)			"自分のコスト7以上の緑のミニオンがいる場合、自分の手札にあるこのカードのフリーコストは0になる。
【メイン】
相手のミニオン全てをレストする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c6%a5%f3%a5%bf%a5%af%a5%eb%a1%a6%a5%a8%a5%f3%a5%bf%a5%f3%a5%b0%a5%eb%a1%d5	seesaa
デーモンズテラー	6(紫2)			"このカードは自分の種族「デーモン」を持つミニオンがいないとき使用できない。
【フラッシュ】
このターン中、相手のミニオン全てはアタックできない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c7%a1%bc%a5%e2%a5%f3%a5%ba%a5%c6%a5%e9%a1%bc%a1%d5	seesaa
ディメンジョナルクラック	4(白2)			"【メイン】
自分のミニオン全てにBP+100を付与する。このターン中、自分のミニオンがバトルに勝利するたび、相手のプレイヤーに1ダメージを与える。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c7%a5%a3%a5%e1%a5%f3%a5%b8%a5%e7%a5%ca%a5%eb%a5%af%a5%e9%a5%c3%a5%af%a1%d5	seesaa
デストラクション	5(紫2)			"【メイン】/【フラッシュ】
ミニオン1体を破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c7%a5%b9%a5%c8%a5%e9%a5%af%a5%b7%a5%e7%a5%f3%a1%d5	seesaa
デメテーの守護者	-	100	1	"【常時】
このミニオンはブロックできない。
《ベース》【自分のターン終了時】
このマナをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c7%a5%e1%a5%c6%a1%bc%a4%ce%bc%e9%b8%ee%bc%d4%a1%d5	seesaa
デメテーの村娘	-	300	1	"《デッキ》
このカードは何枚でもデッキに入れられる。
【常時】
このミニオンはブロックできない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c7%a5%e1%a5%c6%a1%bc%a4%ce%c2%bc%cc%bc%a1%d5	seesaa
トータスマウス	2(青1)	200	1	"【召喚時】
お互いはカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c8%a1%bc%a5%bf%a5%b9%a5%de%a5%a6%a5%b9%a1%d5	seesaa
トーンダウン	2(緑1)			"【フラッシュ】
このターン中、相手のミニオン1体のDPを0にする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c8%a1%bc%a5%f3%a5%c0%a5%a6%a5%f3%a1%d5	seesaa
トゥハンサピ	3(緑1)	200	1	"【常時】
このミニオンには条件を無視して[加護]を付与させることができる。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c8%a5%a5%a5%cf%a5%f3%a5%b5%a5%d4%a1%d5	seesaa
トライホーンウォールラス	2(青1)	300	1	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c8%a5%e9%a5%a4%a5%db%a1%bc%a5%f3%a5%a6%a5%a9%a1%bc%a5%eb%a5%e9%a5%b9%a1%d5	seesaa
トルネードブロウ	3(黄1)			"【フラッシュ】
このターン中、自分のプレイヤーに「自分のプレイヤーか自分のフォースにダメージが与えられるたび、そのミニオンを手札に戻す。」を与える。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c8%a5%eb%a5%cd%a1%bc%a5%c9%a5%d6%a5%ed%a5%a6%a1%d5	seesaa
トレーサードーベル	2(白2)	300	1	"【アタック時】
相手は必ずブロックする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c8%a5%ec%a1%bc%a5%b5%a1%bc%a5%c9%a1%bc%a5%d9%a5%eb%a1%d5	seesaa
ドゥームドロード	3(紫1)			"【メイン】/【フラッシュ】
相手のミニオン1体にBP-200を付与する。そうした場合、自分の紫のミニオン全てにBP+100を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c9%a5%a5%a1%bc%a5%e0%a5%c9%a5%ed%a1%bc%a5%c9%a1%d5	seesaa
ドラゴン・オブ・フォーシル	8(赤3)			"【メイン】
自分のミニオンカードでない無色マナ1つを破壊する。そうした場合、自分のデッキを上から3枚見て、その中の種族「ドラゴン」を持つ、赤または無色のフィールド・ミニオンカード1枚を出す。（【召喚時】効果は発揮しない。）残りをランダムにデッキの下に戻す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c9%a5%e9%a5%b4%a5%f3%a1%a6%a5%aa%a5%d6%a1%a6%a5%d5%a5%a9%a1%bc%a5%b7%a5%eb%a1%d5	seesaa
ドラゴン・トークン	4	500	2	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c9%a5%e9%a5%b4%a5%f3%a1%a6%a5%c8%a1%bc%a5%af%a5%f3%a1%d5	seesaa
ドラゴン・プリースト	3	100	0	"【破壊時】
「ドラゴン・トークン」1体を出す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c9%a5%e9%a5%b4%a5%f3%a1%a6%a5%d7%a5%ea%a1%bc%a5%b9%a5%c8%a1%d5	seesaa
ドラゴン「火」・トークン	1	300	0	"【常時】
このミニオンはフォースにアタックできない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c9%a5%e9%a5%b4%a5%f3%a1%d6%b2%d0%a1%d7%a1%a6%a5%c8%a1%bc%a5%af%a5%f3%a1%d5	seesaa
ドラゴン「水」・トークン	3	400	1	"【常時】
このミニオンはフォースにアタックできない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c9%a5%e9%a5%b4%a5%f3%a1%d6%bf%e5%a1%d7%a1%a6%a5%c8%a1%bc%a5%af%a5%f3%a1%d5	seesaa
ドラゴン「風」・トークン	4	500	2	"【常時】
このミニオンはフォースにアタックできない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c9%a5%e9%a5%b4%a5%f3%a1%d6%c9%f7%a1%d7%a1%a6%a5%c8%a1%bc%a5%af%a5%f3%a1%d5	seesaa
ドラゴン「雷」・トークン	5	700	2	"【常時】
このミニオンはフォースにアタックできない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c9%a5%e9%a5%b4%a5%f3%a1%d6%cd%eb%a1%d7%a1%a6%a5%c8%a1%bc%a5%af%a5%f3%a1%d5	seesaa
ドランゲール	3	300	1	"【常時】
自分の手札にある種族「ドラゴン」を持つミニオンカードのフリーコストを1減らす。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c9%a5%e9%a5%f3%a5%b2%a1%bc%a5%eb%a1%d5	seesaa
ドワーフ・ウォーハンマー部隊	5(赤1)	500	1	"襲撃
【加護時】
「S・ゴレイム・トークン」1体を出す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c9%a5%ef%a1%bc%a5%d5%a1%a6%a5%a6%a5%a9%a1%bc%a5%cf%a5%f3%a5%de%a1%bc%c9%f4%c2%e2%a1%d5	seesaa
ドワーフの闘士	-	300	1	"【常時】
このミニオンはブロックできない。
【配置時】
このターン中に自分が次に召喚する赤のミニオンに[襲撃]を与える。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%c9%a5%ef%a1%bc%a5%d5%a4%ce%c6%ae%bb%ce%a1%d5	seesaa
ハーミットホルンクラブ	3	500	2	"【召喚時】
このミニオンをレストする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%cf%a1%bc%a5%df%a5%c3%a5%c8%a5%db%a5%eb%a5%f3%a5%af%a5%e9%a5%d6%a1%d5	seesaa
ハイプレッシャー	2(赤1)			"【メイン】/【フラッシュ】
このターン中、ミニオン1体をBP+300して[襲撃]を与える。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%cf%a5%a4%a5%d7%a5%ec%a5%c3%a5%b7%a5%e3%a1%bc%a1%d5	seesaa
ハウリング・ダイアー	4	400	1	"【常時】
他の自分のミニオン全てをBP+100する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%cf%a5%a6%a5%ea%a5%f3%a5%b0%a1%a6%a5%c0%a5%a4%a5%a2%a1%bc%a1%d5	seesaa
ハウリングボイス	5(青2)			"【フラッシュ】
相手のBP500以下のミニオン1体をレスト状態でベースに移動させる。または相手のプレイヤーに1ダメージを与える。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%cf%a5%a6%a5%ea%a5%f3%a5%b0%a5%dc%a5%a4%a5%b9%a1%d5	seesaa
ハナルマジロ	2	200	1	再起	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%cf%a5%ca%a5%eb%a5%de%a5%b8%a5%ed%a1%d5	seesaa
ハンマー・ベア	3(黄1)	500	1	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%cf%a5%f3%a5%de%a1%bc%a1%a6%a5%d9%a5%a2%a1%d5	seesaa
ハンマーヘッドビー	-	500	1	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%cf%a5%f3%a5%de%a1%bc%a5%d8%a5%c3%a5%c9%a5%d3%a1%bc%a1%d5	seesaa
バインディングアイヴィ	1(緑1)			"【メイン】/【フラッシュ】
ミニオン1体かフォース1つをレストする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%d0%a5%a4%a5%f3%a5%c7%a5%a3%a5%f3%a5%b0%a5%a2%a5%a4%a5%f4%a5%a3%a1%d5	seesaa
