image_id	color	name_jp	name_en	cost	bp	dp	ability_jp	ability_en	pack_jp	pack_en	rarity_en	gamerch_url	ability_jp_source	official_order	official_name_jp	official_image_url_jp	card_type	card_type_jp	attribute	attribute_jp	cost_official	pack_jp_official	pack_order	race_jp	rarity_official	dp_official	effect_tags_jp	effect_timing_jp	condition_tags_jp	official_conflicts
purple_03_03_01_00	purple	リアニメート	Resurrection	3	-	-	【フラッシュ】\n自分のトラッシュにある、コスト4以下のフィールド・ミニオンカード1枚を出す。	[Flash]\nRetrieve one Field Minion card with a\ncost of 4 or lower from your trash and put it on your field.\n([When Summoned] abilities\nwill not activate.)	AWAKEN				gamerch	470	リアニメート	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_03_03_01_00.png?v=20201113	magic	マジック	purple	紫	3	PC:01 AWAKEN	14		C					
purple_03_03_01r_00	purple	交換の壺	Urn of Exchange	3			【メイン】/【フラッシュ】\n自分のミニオン1体を破壊する。そうした場合、自分はカードを2枚引く。	[Main]/[Flash] Destroy one of your minions. If you do, draw two cards.	BEYOND				gamerch	471	交換の壺	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_03_03_01r_00.png?v=20201113	magic	マジック	purple	紫	3	PC:01R BEYOND	12		C					
purple_03_03_02_00	purple	ドゥームドロード	Road of Doom	3(紫1)			【メイン】/【フラッシュ】\n相手のミニオン1体にBP-200を付与する。そうした場合、自分の紫のミニオン全てにBP+100を付与する。	[Main] / [Flash]\nDeal -200BP to one of your opponents\nminions. If you do, all your purple Minions receive +100BP.	CONTRACT				gamerch	472	ドゥームドロード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_03_03_02_00.png?v=20201113	magic	マジック	purple	紫	3	PC:02 CONTRACT	11		R					
purple_03_03_02r_00	purple	ドレイン・リチュアル	Ritual of Draining	3			【メイン】\n相手のフォース1つに1ダメージを与え、自分のプ\nレイヤーを１回復する。	[Main]\nDeal 1 damage to one of your opponent's Forces, and restore 1 point to your Life.					ocr	473	ドレイン・リチュアル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_03_03_02r_00.png?v=20201113	magic	マジック	purple	紫	3	PC:02R DIVINE	10		R					
purple_04_01_03_00	purple	「タナトスの放浪者」ナイブス	Dirk - Vagabond of Thanatos	4			【召喚時】\nお互いのデッキを上から3枚ずつ破棄する\n【常時】\nこのミニオンがアクティブ状態でなければ[加護〕は付与\nされない。\n【加護時】\n紫の加護である場合、加護しているマナを除外して、\n「闇夜の狂人」ナイブス」に変形する。	"[When Summoned]\nYou and your opponent discard the top three cards\nof your deck.\n[Passive]\nThis minion cannot receive a {Boost} when not in the\nActive State.\n[When Boosted]\nIf Boosted by a Purple Mana, banish that mana. This\ncard Transforms into ""Dirk - Deranged in the Dusk"""					ocr	486	「タナトスの放浪者」ナイブス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	PC:03 EVOLVE	8	スケルトン	E					
purple_04_01_03_01	purple	「闇夜の狂人」ナイブス	Dirk - Deranged in the Dusk	4			【変形時】\n自分のトラッシュにあるコスト6以下の種族「スケ\nルトン」を持つフィールド・ミニオンカード1枚を\n出す。紫マナ1つをレスト状態でベースに置く。\n【常時】\n自分の種族「スケルトン」を持つミニオン全てに\n[奪命]を与える。	[When Transformed]\nRetrieve one Field Minion belonging to the\nSkeleton class with a cost of 6 or lower and\nput it on your field. Place one Purple Mana\ninto your base in the Rest State.\n[Passive]\nAll your minions belonging to the Skeleton\nclass gain the {Revenge} effect.					ocr	487	「闇夜の狂人」ナイブス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_01_03_01.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	PC:03 EVOLVE	8	スケルトン	E					
purple_04_01_03_02	purple	「リリアンの召喚獣」ヴィル Lv1	Vill - Of Lylian Lv.1	4			進化:手札から「デーモン」が召喚されたとき	Evolve: Summon minion from the Demon class\nLylian - Conjurer of Blood Bonds Lv. 1\nand Vill - Of Lylian Lv.1 become Lv.2.					ocr	488	「リリアンの召喚獣」ヴィル Lv1	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_01_03_02.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	PC:03 EVOLVE	8	アルカナ	R					
purple_04_01_03_03	purple	「リリアンの召喚獣」ヴィル Lv2	Vill - Of Lylian Lv.2	4			【自分の夕\n一ン終了時】\n自分のデッキを上から1枚破棄する。そのカードが\n紫のカードである場合、このミニオンにBP+100\nを付与する。\n進化：手札から「デーモン」が召喚されたとき	Discard the top card of your deck. If it is\na Purple Card, this minion receives\n+100BP.\nEvolve: Summon minion from the Demon class\nLylian - Conjurer of Blood Bonds Lv.2\nand Vill - Of Lylian Lv.2 become Lv.3					ocr	489	「リリアンの召喚獣」ヴィル Lv2	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_01_03_03.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	PC:03 EVOLVE	8	アルカナ	R					
purple_04_01_03_04	purple	「リリアンの召喚獣」ヴィル Lv3	Vill - Of Lylian Lv.3	4			【自分の夕\nン終了時】\n自分のデッキを上から1枚破棄する。そのカードが\n紫のカードである場合、このミニオンにBP+100\nを付与する。\n【アタック時】\n自分のトラッシュにある、紫のミニオンカード1枚\nを手札に戻す。	[At the End of Your Turn]\nDiscard the top card of your deck. If it is\na Purple Card, this minion receives\n+100BP.\n[When Attacking]\nReturn one Purple Minion from your\ntrash to your hand.					ocr	490	「リリアンの召喚獣」ヴィル Lv3	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_01_03_04.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	PC:03 EVOLVE	8	アルカナ	R					
purple_04_01_04_00	purple	ジャイナガン	Jainagant	4			【召喚時】&【破壊時】\n相手のミ二オン全てにBP-100を付与する。\n《トラッシ\n自分のトラッシュからこのカードを手札に戻す場\n合、このミ二オンを出す。	[When Summoned] & [When Destroyed]\nDeal -100BP to all of your opponent's\nminions.\n<Trash>\nIf this minion returns to your hand from\nyour trash, put it on your field.					ocr	492	ジャイナガン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	PC:04 FORBIDDEN	6	BS	R					
purple_04_01_04_04	purple	タナトスの骨象	Skeletal Elephant of Thanatos	4			【召喚時】\nお互いのデッキを上から1枚ずつ破棄する。\n【破壊時】\n自分の種族「エヴォーカ」を持つ紫マナがある場\n合、相手のコスト5以下のミニオン1体を破壊す	[When Summoned]\nDiscard the top card from your and your\nopponent's deck.\n[When Destroyed]\nIf you have Purple Mana belonging to the\nEvoker class in your base, destroy one of your\nopponent's minions with a cost of 5 or lower					ocr	491	タナトスの骨象	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_01_04_04.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	PC:04 FORBIDDEN	6	スケルトン	R					
purple_04_01_05_00	purple	魅惑のヴァンパイア	The Seducer	3			【自分のターン】\n自分のプレイヤーがダメージを受けるたび、この\nターン中、自分のプレイヤーに「相手の手札にあるマ\nジックカードのフリーコストを3増やす。」を与え	Revenge\n[On Your Turn]\nWhenever damage is dealt to your Life\nyou receive the following effect for the\nduration of this turn\nIncrease the basic cost of the Magic cards\nin your opponent's hand by 3.					ocr	465	魅惑のヴァンパイア	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	3	PC:05 GLORY	2		R					
purple_04_01_06_00	purple	「吸血姉妹・妹」カーラ	Kalah - The Younger Sister	3			《トラッシュ\nるたび、このカードをフィールドに出す。この効果は\n重複しない。\n【アタック時】\n自分のプレイヤーに1ダメージを与えることができ\nる。そうした場合、相手のミニオン全てにBP-200を付\n与する。	<Trash>\nWhenever a Sheilah - The Elder Sister\nenters your field, return this card to the field\nThis effect cannot stack.\n[When Attacking]\nYou can deal 1 damage to your Life. If you\ndo, deal -200BP to all of your opponent's\nminions.					ocr	469	「吸血姉妹・妹」カーラ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	3	PC:06 HELIX	1		E					
purple_04_01_EX04_00	purple	タブー・ドーパント	Monstrosity 02 - Taboo Nabu	4			【召喚時】\n他の自分のミ二オン1体を破壊できる。そうした場\n合、「マスカレイド・ドーパント」2体を出す。	"[When Summoned]\nYou can destroy one of your other\nminions. If you do, two copies of ""Token\nSkeleton S"" enter your field."					ocr	493	タブー・ドーパント	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_01_EX04_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	EX:04 KAMEN RIDER	4	デーモン	C					
purple_04_01_EX04c_00	purple	怪異02 ナブー・タブー		4			【召喚時】\n他の自分のミ二オン1体を破壊できる。そうした場\n合、「S・スケルトン・トークン」2体を出す。						ocr	494	怪異02 ナブー・タブー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	EX:04 HEROIC_MASQUERADE	3	デーモン	C					
purple_04_02_00_00	purple	バンシー	Banshee	4	300	1	【破壊時】\n相手のコスト4以下のミニオン1体を破壊する。	[When Destroyed]\nDestroy one of your opponent's minions\nwith a cost of 4 or lower.	Basic				gamerch	481	バンシー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_02_00_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	ベーシック	15	モンスター	Basic					
purple_04_02_01_00	purple	グレイブローバー	Graverobber	4	400	2	《トラッシュ》\n自分のトラッシュからこのカードを手札に戻す場合、このミニオンを出す。	<Trash>\nIf this minion returns to your hand from\nyour trash, put it on your field.	AWAKEN				gamerch	480	グレイブローバー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	PC:01 AWAKEN	14	デーモン	C					
purple_04_02_01r_00	purple	キューブロップ	Cube Blob	4	300	2	［奪命］\n【常時】\n自分の種族「デミゴッド」を持つミニオンがいる場合、このミニオンをBP+200/DP+1する。	Revenge\n[Passive]\nIf you have a minion belonging to the\nDemigod class on your field, this minion\ngains +200BP/+1DP.	BEYOND				gamerch	482	キューブロップ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_02_01r_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	PC:01R BEYOND	12	モンスター	R					
purple_04_02_02_00	purple	「死滅の竜巫女」フランチェスカ	Francesca - Sorceress of Annihilators	4(紫2)	400	1	【召喚時】\n自分のトラッシュにある種族「ドラゴン」を持つ、紫または無色のフィールド・ミニオンカード1枚を手札に戻すことができる。	[When Summoned]\nYou can return one Purple or Neutral\nField Minion card belonging to the Dragon\nclass from your trash to your hand.	CONTRACT				gamerch	483	「死滅の竜巫女」フランチェスカ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	PC:02 CONTRACT	11	ヒューマノイド	R					
purple_04_02_02r_00	purple	アンジュ・ダークネス	Anju of Darkness	4			【常時】\nこの二オには条件を無視して[加を付与せるこ\nとができる。\n【アタック時】\nお互いのデッキを上から1枚ずつ破棄する。\n【加護時】\n紫以外の有色の加護である場合、加護しているマナを除外\nして、その色に応じ姿に大変身する。	[Passive]\nThis minion can receive the {Boost} effect while ignoring\nany required conditions.\n[When Attacking]\nDiscard the top card from your and your opponent's deck\n[When Boosted]\nIf Boosted by a Color Mana that is not Purple, banish that\nmana. This card will Metamorphose according to that color					ocr	484	アンジュ・ダークネス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	PC:02R DIVINE	10	デミゴッド	L					
purple_04_02_02r_01	purple	「死滅の竜騎士」ドロシー	Dorothy - The Annihilators Rider	4			【常時】\nこのミニオンはブロックできない。\n《トラッシュ》【自分のターン終了時】\n自分の種族「ドラゴン」を持つ紫のミニオンがいる\n場合、このカードをフィールドに出す。この効果は\n重複しない。	[Passive]\nThis minion cannot block.\n<Trash> [At the End of Your Turn]\nIf you have a Purple Minion belonging to\nthe Dragon class on your field, this card\nenters the field. This effect cannot stack					ocr	485	「死滅の竜騎士」ドロシー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_02_02r_01.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	4	PC:02R DIVINE	10	ヒューマノイド	L					
purple_04_02_03_00	purple	紫炎	Violet Blaze	4			【メイン】ノ【フラッシュ】\n相手のコスト6以下のミニオン1体を破壊する。自\n分の種族「アルカナ」を持つミニオンがいる場合、\nさらに、自分のトラッシュにある紫のミニオンカ\nド１枚を手札に戻す。\nEPIＣ	Destroy one of your opponent's minions with a cost of 6 or lower. If you have a minion belonging to the Arcana\nclass on the field, return one Purple Minion from your trash to your hand.					ocr	498	紫炎	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_02_03_00.png?v=20201113	magic	マジック	purple	紫	4	PC:03 EVOLVE	8		E					
purple_04_03_01r_00	purple	ミッシングフォッグ	Fog of the Lost	4			【メイン】\nコスト3以下のミニオン全てを破壊する。	[Main] Destroy all minions with a cost of 3 or\nlower.	BEYOND				gamerch	496	ミッシングフォッグ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_03_01r_00.png?v=20201113	magic	マジック	purple	紫	4	PC:01R BEYOND	12		C					
purple_04_03_02r_00	purple	コンフュージョン・ミスト	Confusion Mist	4			【メイン】ノ【フラッシュ】\n自分のミニオン1体を破壊する。破壊されたミニオ\nンと同じコストの相手のミ二オン全てを破壊する。	[Main] / [Flash]\nDestroy one of your minions. Destroy all minions with the same cost as the minion that you destroyed.					ocr	497	コンフュージョン・ミスト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_04_03_02r_00.png?v=20201113	magic	マジック	purple	紫	4	PC:02R DIVINE	10		C					
purple_05_01_03_00	purple	タナトスの骨巨人	Skeletal Giant of Thanatos	5			【常時】\n相手のトラッシュにミニオンカードが3枚以上ある\n場合、このミ二オンをBP+400する。	Charge\n[Passive]\nIf there are three or more minion cards in\nyour opponent's trash, this minion gains\n+400BP.					ocr	504	タナトスの骨巨人	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:03 EVOLVE	8	スケルトン	C					
purple_05_01_03_01	purple	プティ・ディアブル	Petit Diable	5			【破壊時】\n相手のミニオン1体を、相手が選んで破壊する。\n《トラッシュ》\n自分のトラッシュからこのカードを手札に戻す場\n合、このミ二オンを出す。	[When Destroyed]\nYour opponent chooses one of their own\nminions to destroy.\n<Trash>\nIf this minion returns to your hand from\nyour trash, put it on your field.					ocr	505	プティ・ディアブル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_01_03_01.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:03 EVOLVE	8	デーモン	E					
purple_05_01_03_02	purple	「ヤミの召喚獣」アンドロス Lv1	Andoros - Of Yahmy Lv.1	5			【召喚時】\n相手のコスト4以下のミニオン1体を破壊する。\n進化：手札から「スケルトン」が召喚されたとき	"Destroy one of your opponent's minions\nwith a cost of 4 or lower.\nEvolve: Summon minion from the Skeleton class\n""Yahmy - Conjurer of the Everlasting\nNight Lv.1"" and ""Andoros - Of Yahmy Lv. 1""\nbecome Lv.2."					ocr	506	「ヤミの召喚獣」アンドロス Lv1	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_01_03_02.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:03 EVOLVE	8	アルカナ	L					
purple_05_01_03_03	purple	「ヤミの召喚獣」アンドロス Lv2	Andoros - Of Yahmy Lv.2	5			【召喚時】\n相手のコスト4以下のミニオン1体を破壊する。\n【常時】\n相手のミニオンが破壊されるたび、このミニオンにBP+\n100/DP+1を付与する。\n進化：手札から「スケルトン」が召喚さたとき\nス」をLv3にする	"Destroy one of your opponent's minions with a cost\nof 4 or lower.\nWhenever one of your opponent's minions is\ndestroyed, this minion receives +100BP/+1DP.\nEvolve: Summon minion from the Skeleton class\n""Yahmy - Conjurer of the Everlasting Night Lv.2"" and\n""Andoros - Of Yahmy Lv.2"" become Lv.3."					ocr	507	「ヤミの召喚獣」アンドロス Lv2	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_01_03_03.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:03 EVOLVE	8	アルカナ	L					
purple_05_01_03_04	purple	「ヤミの召喚獣」アンドロス Lv3	Andoros - Of Yahmy Lv.3	5			【召喚時】\n相手のコスト4以下のミ二オン1体を破壊する。\n【常時】\n相手のミニオンが破壊されるたび、このミニオンにBP+\n100/DP+1を付与する。\n【アタック時】\n自分の種族「スケトン」を持つニオ1体を破壊でき\nる。そうした場合、相手のミ二オン1体を破壊する。\nLEＧEND	[When Summoned]\nDestroy one of your opponent's minions with a cost of 4 or\nlower.\n[Passive]\nWhenever one of your opponent's minions is destroyed\nthis minion receives +100BP/+1DP.\n[When Attacking]\nYou can destroy one of your minions belonging to the\nSkeleton class. If you do, destroy one of your opponent's\nminions.					ocr	508	「ヤミの召喚獣」アンドロス Lv3	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_01_03_04.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:03 EVOLVE	8	アルカナ	L					
purple_05_01_04_00	purple	「秘法の女王」キャサリン	Cathryn - The Concealed Queen	5			【召喚時】\n自分の種族「エヴォーカ」を持つ紫マナが2つ以上\nある場合、相手のフォース1つに1ダメージを与える。\n【自分の夕\n自分の紫または無色のミ二オンが与えるダメーで\nフォースが破壊されるたぴ、自分の紫マナ1つをベース\nに置き、自分は力一ドを1枚引く。この効果は重複し\nない。\nLEＧEND	[When Summoned]\nIf you have two or more Purple Mana belonging to\nthe Evoker class in your base, deal 1 damage to\none of your opponent's Forces.\n[On Your Turn]\nWhenever one of your Purple or Neutral Minions\ndestroy a Force using damage, place one Purple\nMana into the base, and draw one card. This effect\ncannot stack.					ocr	509	「秘法の女王」キャサリン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:04 FORBIDDEN	6	デーモン	L					
purple_05_01_04_01	purple	冥勇士デスカラビア	The HellBraver Deathcarabia	5			【破壊時】\n自分のデッキを上から1枚破棄する。そのカードが\n[奪命]を持つミニオンカードである場合、この\nカードをフィールドに出す。	Revenge\n[When Destroyed]\nDiscard the top card of your deck. If that\ncard was a minion with the {Revenge}\neffect, this minion enters the field.					ocr	510	冥勇士デスカラビア	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_01_04_01.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:04 FORBIDDEN	6	BS|デーモン	E					
purple_05_01_04_02	purple	骸巨人ギ・ガッシャ	The CorpseGiant Gi-Gasha	5			【破壊時】\n自分のトラッシュにある、\n以外の種族「BS」または「デーモン」を持つミニ\nオンカード1枚を手札に戻す。\n【加護時】\n自分のデッキを上から3枚破棄する。	[When Destroyed]\nYou can return one minion card\nbelonging to the BS or Demon class that is not\nnamed The CorpseGiant Gi-Gasha from\nyour trash to your hand.\n[When Boosted]\nDiscard the top three cards of your deck					ocr	511	骸巨人ギ・ガッシャ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_01_04_02.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:04 FORBIDDEN	6	BS|スケルトン	E					
purple_05_01_05_00	purple	「徘徊者」ナイトウォーカー	Roav - The Nightwalker	5			【召喚時】＆【アタック時】\n自分のプレイヤーに1ダメージを与えることができ\nる。そうした場合、相手のミ二オン1体にBP-500\nを付与する。\n【自分のターン】\nこのミニオンがブロックされるたぴ、自分のプレイ\nヤーを2回復する。	[When Summoned] & [When Attacking]\nYou can deal 1 damage to your Life. If\nyou do, deal -500BP to one of your\nopponent's minions.\n[On Your Turn]\nIf this minion is blocked, restore 2 Life\npoints.					ocr	514	「徘徊者」ナイトウォーカー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:05 GLORY	2		L					
purple_05_01_EX04_00	purple	ナスカ・ドーパント	Monstrosity 03 - Nazca the Knight	5			【召喚時】&【破壊時】\nコスト3以下のミニオン1体を破壊できる。そうし\nた場合、「マスカレイド・ドーパント」1体を出	[When Summoned] & [When Destroyed]\nYou can destroy one minion with a cost\nof 3 or lower. If you do, one Token\nSkeleton S enters your field.					ocr	512	ナスカ・ドーパント	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_01_EX04_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	EX:04 KAMEN RIDER	4	デーモン	R					
purple_05_01_EX04c_00	purple	怪異03 ナイト・ナスカ		5			【召喚時】＆【破壊時】\nコスト3以下のミニオン1体を破壊できる。そうし\nた場合、「S・スケルトン・トークン」1体を出\nRＡRE						ocr	513	怪異03 ナイト・ナスカ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	EX:04 HEROIC_MASQUERADE	3	デーモン	R					
purple_05_02_00_00	purple	ボーンチャリオッツ	Bone Chariot	5	500	2	【召喚時】\n自分のトラッシュにある、フィールド・ミニオンカード1枚を手札に戻すことができる。	[When Summoned]\nYou can return one Field Minion card\nfrom your trash to your hand.	Basic				gamerch	500	ボーンチャリオッツ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_02_00_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	ベーシック	15	スケルトン	Basic					
purple_05_02_01_00	purple	いたずらインプ	Trickster Imp	5	600	2	［奪命］	Revenge	AWAKEN				gamerch	499	いたずらインプ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:01 AWAKEN	14	デーモン	C					
purple_05_02_02_00	purple	ザ・シング	The Block	5(紫1)	700	2	効果なし		CONTRACT				gamerch	501	ザ・シング	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:02 CONTRACT	11	デーモン	C					
purple_05_02_02_01	purple	「暗黒騎士団隊長」イザーク	Yzak - Commander of the Dark Knights	5(紫2)	500	2	【相手のターン】\n自分のミニオンが持つ［奪命］は相手のターンにも発揮する。	[On Your Opponent's Turn]\nThe Revenge effect of your minions is\nactivated even during your opponent's turn.	CONTRACT				gamerch	502	「暗黒騎士団隊長」イザーク	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_02_02_01.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:02 CONTRACT	11	スケルトン	L					
purple_05_02_02r_00	purple	黒鎧竜オブシロン	Onick - The Black Armor Dragon	5			【召喚時】\n自分のデッキを上から3枚破棄する。その後、\nはカードを1枚引く。	[When Summoned]\nDiscard the top three cards of your deck.\nThen, draw one card.					ocr	503	黒鎧竜オブシロン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:02R DIVINE	10	ドラゴン	R					
purple_05_02_04_00	purple	シャドーの第3魔法：デスボール	Sheid's Spells, Entry 3: Sphere of Demise	5			【メイン】\n相手のミ二オン1体を破壊する。この効果で破壊し\nたミニオンのDP分、相手のデッキを上から破棄す\nる。その後、このカードを除外する。	This card is part of the Arcana class.\n[Main]\nDestroy one of your opponent's minions.\nYour opponent discards a number of cards from the top of their deck equal to that destroyed minion's DP. Then, banish this card.					ocr	517	シャドーの第3魔法：デスボール	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_02_04_00.png?v=20201113	magic	マジック	purple	紫	5	PC:04 FORBIDDEN	6		E					
purple_05_03_00_00	purple	デストラクション	Destruction	5	-	-	【メイン】/【フラッシュ】\nミニオン1体を破壊する。	[Main] / [Flash]\nDestroy one minion.	Basic				gamerch	516	デストラクション	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_05_03_00_00.png?v=20201113	magic	マジック	purple	紫	5	ベーシック	15		Basic					
purple_06_01_03_00	purple	「タナトスの屍司祭」プリースト	Saishi - Priest of Thanatos	6			【破壊時】\n相手のトラッシュにある、\n枚と同じミニオン1体を、自分のフィールドに出	[When Destroyed]\nCreate a copy of a Field Minion card in\nyour opponent's trash that is not Saishi -\nPriest of Thanatos and put it on your field.					ocr	524	「タナトスの屍司祭」プリースト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_06_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	6	PC:03 EVOLVE	8	スケルトン|ソード	L					
purple_06_01_05_00	purple	騎士のヴァンパイア	The Knighted	5			【召喚時】\n自分のプレイヤーに1ダメージを与えることができ\nる。そうした場合、このミ二オンに[襲撃]と[再\n起を付与する。\n【自分のターン】\n自分のプレイヤーがダメージを受けるたび、このミ\nニ才ンIBP+200/DP+1を付与する。	[When Summoned]\nYou can deal 1 damage to your Life. If\nyou do, this minion receives the {Charge}\nand {Resurge} effects.\n[On Your Turn]\nWhenever damage is dealt to your Life\nthis minion receives +200BP/+1DP.					ocr	515	騎士のヴァンパイア	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_06_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	5	PC:05 GLORY	2		E					
purple_06_01_05_01	purple	タナトスの没落貴族	Fallen Lord of Thanatos	6			【破壊時】\n自分が「輪のフォース“ウロボロス”」を選んでいる\n場合、自分のトラッシュにある種族「スケルトン」\nまたは「レギオン」を持つ、コスト5以下のフィ\nルド・ミニオンカード1枚を出す。	Revenge\n[When Destroyed]\nIf you have chosen the Force of Eternity -\nOuroboros, retrieve one minion with\ncost of 5 or lower belonging to the Skeleton\nor Legion class from your trash and put it\non your field.					ocr	525	タナトスの没落貴族	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_06_01_05_01.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	6	PC:05 GLORY	2	スケルトン|レギオン	R					
purple_06_02_01_00	purple	「大公爵」アシュテロト	Astaroth - The Great Duke	6	500	2	【召喚時】\n自分のトラッシュにある、コスト3以下のフィールド・ミニオンカード1枚を出す。	[When Summoned]\nRetrieve one Field Minion card with\ncost of 3 or lower from your trash and put it\non your field. ([When Summoned] abilities\nwill not activate.)	AWAKEN				gamerch	519	「大公爵」アシュテロト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_06_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	6	PC:01 AWAKEN	14	デーモン	R					
purple_06_02_01_01	purple	「偽神の探索者」ジヌティーヌ	Zintine - Seeker of False Gods	6	700	1	【アタック時】\n他の自分のミニオン1体を破壊できる。そうした場合、このミニオンをアクティブにする。	[When Attacking]\nYou can destroy one of your other\nminions. If you do, this minion enters the Active\nState.	AWAKEN				gamerch	520	「偽神の探索者」ジヌティーヌ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_06_02_01_01.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	6	PC:01 AWAKEN	14	デーモン	L					
